web_path,mobile_path,expo_route,implementation_destination,status,missing_functionality,api_endpoints,socket_events,native_deps,evidence
client/src/services/monetizationService.js,mobile/src/services/monetizationService.ts,N/A,mobile/src/services/monetizationService.ts,MOCK_IMPLEMENTATION,"All 7 functions missing: getEarningsOverview, getAffiliateLinks, addAffiliateLink, getPayoutHistory, requestPayout, getTaxInfo, updateTaxInfo","GET /api/monetization/earnings, GET /api/monetization/affiliates, POST /api/monetization/affiliates, GET /api/monetization/payouts, POST /api/monetization/request-payout, GET /api/monetization/tax-info, PUT /api/monetization/tax-info",,,"File is empty export {} stub"
client/src/services/liveService.js,mobile/src/services/liveService.ts,N/A,mobile/src/services/liveService.ts,FULLY_MIGRATED,None,,,,File exists with real implementation
client/src/services/aiService.js,mobile/src/services/aiService.ts,N/A,mobile/src/services/aiService.ts,FULLY_MIGRATED,None,,,,File exists
client/src/services/vaultService.js,mobile/src/services/vaultService.ts,N/A,mobile/src/services/vaultService.ts,FULLY_MIGRATED,None,,,,File exists
client/src/services/FilterEngine.js,mobile/src/services/FilterEngine.ts,N/A,mobile/src/services/FilterEngine.ts,FULLY_MIGRATED,None,,,,File exists
client/src/services/ArLensFramework.js,mobile/src/services/ArLensFramework.ts,N/A,mobile/src/services/ArLensFramework.ts,FULLY_MIGRATED,None,,,,File exists
client/src/utils/analytics.js,mobile/src/utils/analytics.ts,N/A,mobile/src/utils/analytics.ts,FULLY_MIGRATED,None,,,,File exists
client/src/utils/cache.js,mobile/src/utils/cache.ts,N/A,mobile/src/utils/cache.ts,FULLY_MIGRATED,None,,,,File exists
client/src/utils/cdn.js,mobile/src/utils/cdn.ts,N/A,mobile/src/utils/cdn.ts,FULLY_MIGRATED,None,,,,File exists
client/src/utils/cn.js,mobile/src/utils/cn.ts,N/A,mobile/src/utils/cn.ts,FULLY_MIGRATED,None,,,,File exists
client/src/utils/renderCaption.jsx,mobile/src/utils/renderCaption.tsx,N/A,mobile/src/utils/renderCaption.tsx,FULLY_MIGRATED,None,,,,File exists
client/src/hooks/useNetworkStatus.js,mobile/src/hooks/useNetworkStatus.ts,N/A,mobile/src/hooks/useNetworkStatus.ts,FULLY_MIGRATED,None,,,,File exists
client/src/hooks/useEdgeSwipe.js,mobile/src/hooks/useEdgeSwipe.ts,N/A,mobile/src/hooks/useEdgeSwipe.ts,FULLY_MIGRATED,None,,,,File exists
client/src/layouts/AdminLayout.jsx,mobile/src/layouts/AdminLayout.tsx,app/admin/_layout.tsx (MISSING),mobile/app/admin/_layout.tsx,MISSING_ROUTE,Admin routes have no Expo Router _layout.tsx - app/admin/ directory is empty,,,,"app/admin/ directory exists but is completely empty"
client/src/layouts/AuthLayout.jsx,mobile/src/layouts/AuthLayout.tsx,app/auth/_layout.tsx (implicit),mobile/src/layouts/AuthLayout.tsx,FULLY_MIGRATED,None,,,,AuthLayout exists as stub wrapper
client/src/layouts/UserLayout.jsx,mobile/src/layouts/UserLayout.tsx,app/app/_layout.tsx (implicit),mobile/src/layouts/UserLayout.tsx,FULLY_MIGRATED,None,,,,UserLayout exists
client/src/layouts/PublicLayout.jsx,mobile/src/layouts/PublicLayout.tsx,app/(public)/_layout.tsx,mobile/src/layouts/PublicLayout.tsx,NOT_MIGRATED,No public route group or landing page route in Expo,,,,LandingPage has no Expo route
client/src/pages/auth/LoginPage.jsx,mobile/src/pages/auth/LoginPage.tsx + app/auth/login.tsx,/auth/login,app/auth/login.tsx,FULLY_MIGRATED,None — real implementation in app/auth/login.tsx (19KB),GET /api/auth/login,,,"app/auth/login.tsx is 19KB with full implementation; src/pages stub is placeholder"
client/src/pages/auth/SignupPage.jsx,mobile/src/pages/auth/SignupPage.tsx + app/auth/signup.tsx,/auth/signup,app/auth/signup.tsx,FULLY_MIGRATED,None — real implementation in app/auth/signup.tsx (27KB),"POST /api/auth/register, POST /api/auth/google",,,"app/auth/signup.tsx is 27KB with full implementation"
client/src/pages/auth/OtpPage.jsx,mobile/src/pages/auth/OtpPage.tsx + app/auth/otp.tsx,/auth/otp,app/auth/otp.tsx,FULLY_MIGRATED,None — real implementation in app/auth/otp.tsx (18KB),POST /api/auth/verify-otp,,,"app/auth/otp.tsx is 18KB with full implementation"
client/src/pages/auth/ForgotPasswordPage.jsx,mobile/src/pages/auth/ForgotPasswordPage.tsx + app/auth/forgot-password.tsx,/auth/forgot-password,app/auth/forgot-password.tsx,FULLY_MIGRATED,None — real implementation (8KB),POST /api/auth/forgot-password,,,"app/auth/forgot-password.tsx is 8KB"
client/src/pages/auth/ResetPasswordPage.jsx,mobile/src/pages/auth/ResetPasswordPage.tsx + app/auth/reset-password.tsx,/auth/reset-password,app/auth/reset-password.tsx,FULLY_MIGRATED,None — real implementation (23KB),POST /api/auth/reset-password,,,"app/auth/reset-password.tsx is 23KB"
client/src/pages/auth/ProfileSetupPage.jsx,mobile/src/pages/auth/ProfileSetupPage.tsx + app/auth/profile-setup.tsx,/auth/profile-setup,app/auth/profile-setup.tsx,FULLY_MIGRATED,None — real implementation (1.4KB — very basic),PUT /api/auth/profile-setup,,,"app/auth/profile-setup.tsx is 1.4KB - may need expansion"
client/src/pages/user/FeedPage.jsx,mobile/src/pages/user/FeedPage.tsx (stub) + app/app/index.tsx,/app,app/app/index.tsx,FULLY_MIGRATED,SuggestedUsersSidebar desktop sidebar not relevant to mobile,GET /api/posts/feed + GET /api/stories + liveService.getActiveStreams,,,"app/app/index.tsx is 14KB with full RN implementation including infinite scroll"
client/src/pages/user/ReelsPage.jsx,app/app/reels.tsx,/app/reels,app/app/reels.tsx,FULLY_MIGRATED,None — 25KB implementation,"GET /api/reels, GET /api/reels/feed",,,"app/app/reels.tsx is 25KB"
client/src/pages/user/CreateReelPage.jsx,app/app/create-reel.tsx,/app/reels/create,app/app/reels/create.tsx,FULLY_MIGRATED,None — 58KB implementation,"POST /api/reels, expo-camera, expo-av",,,app/app/create-reel.tsx is 58KB
client/src/pages/user/StoriesPage.jsx,app/app/stories.tsx,/app/stories,app/app/stories.tsx,FULLY_MIGRATED,None — 50KB implementation,GET /api/stories,,,"app/app/stories.tsx is 50KB"
client/src/pages/user/CreateStoryPage.jsx,app/app/create-story.tsx,/app/story/create,app/app/create-story.tsx,FULLY_MIGRATED,None — 88KB implementation,POST /api/stories,,,"app/app/create-story.tsx is 88KB"
client/src/pages/user/CameraPage.jsx,app/app/camera.tsx,/app/camera,app/app/camera.tsx,FULLY_MIGRATED,None — 65KB implementation,,expo-camera + expo-image-picker,,"app/app/camera.tsx is 65KB"
client/src/pages/user/ExplorePage.jsx,app/app/explore.tsx,/app/explore,app/app/explore.tsx,FULLY_MIGRATED,None — 51KB implementation,GET /api/search/explore,,,"app/app/explore.tsx is 51KB"
client/src/pages/user/SearchResultsPage.jsx,app/app/search-results.tsx,/app/search,app/app/search-results.tsx,FULLY_MIGRATED,None — 51KB implementation,GET /api/search,,,"app/app/search-results.tsx is 51KB"
client/src/pages/user/ChatPage.jsx,app/app/chat.tsx + app/app/chat/[id].tsx,/app/chat + /app/chat/:id,app/app/chat.tsx,FULLY_MIGRATED,None — 32KB implementation,"GET /api/conversations, POST /api/messages","typing, stopTyping, joinConversation, leaveConversation, conversationPresenceUpdate, chatScreenshot",,"app/app/chat.tsx is 32KB; app/app/chat/[id].tsx exists"
client/src/pages/user/VaultPage.jsx,app/app/vault.tsx,/app/vault,app/app/vault.tsx,FULLY_MIGRATED,None — 52KB implementation,GET /api/vault,,expo-local-authentication (biometric),app/app/vault.tsx is 52KB
client/src/pages/user/NotificationsPage.jsx,app/app/notifications.tsx,/app/notifications,app/app/notifications.tsx,FULLY_MIGRATED,None — 39KB implementation,"GET /api/notifications, PUT /api/notifications/mark-read",,,"app/app/notifications.tsx is 39KB"
client/src/pages/user/ProfilePage.jsx,app/app/profile/[id].tsx,/app/profile/:id,app/app/profile/[id].tsx,FULLY_MIGRATED,None — ProfilePage.tsx is 32KB (real impl),,"multiple socket events","","src/pages/user/ProfilePage.tsx is 32KB = real implementation"
client/src/pages/user/NetworkPage.jsx,app/app/network.tsx + app/app/followers.tsx + app/app/following.tsx,/app/profile/:id/followers + /app/profile/:id/following,app/app/network.tsx,FULLY_MIGRATED,None — all three screens exist with real content,GET /api/users/:id/followers + GET /api/users/:id/following,,,"All 3 files have real content"
client/src/pages/user/HashtagPage.jsx,app/app/hashtag/[tag].tsx,/app/hashtag/:tag,app/app/hashtag/[tag].tsx,FULLY_MIGRATED,None,,,,File exists
client/src/pages/user/TrendingHashtagsPage.jsx,app/app/trending-hashtag.tsx,/app/trending-hashtags,app/app/trending-hashtag.tsx,FULLY_MIGRATED,None — 16KB implementation,GET /api/search/trending-hashtags,,,"app/app/trending-hashtag.tsx is 16KB"
client/src/pages/user/UsernameLookupPage.jsx,app/app/username-lookup.tsx,/app/profile/u/:username,app/app/username-lookup.tsx,FULLY_MIGRATED,None — 1.4KB (very simple redirect),GET /api/users/lookup/:username,,,"app/app/username-lookup.tsx is 1.4KB"
client/src/pages/user/SettingsPage.jsx,app/app/settings.tsx,/app/settings,app/app/settings.tsx,FULLY_MIGRATED,None — 24KB implementation,GET + PUT /api/settings,,,"app/app/settings.tsx is 24KB"
client/src/pages/user/AiStudioPage.jsx,app/app/ai-studio.tsx,/app/ai,app/app/ai-studio.tsx,FULLY_MIGRATED,None — 29KB implementation,POST /api/ai/*,,,"app/app/ai-studio.tsx is 29KB"
client/src/pages/user/PostDetailPage.jsx,app/app/post-detail.tsx + app/app/post/[id].tsx,/app/post/:id,app/app/post-detail.tsx,FULLY_MIGRATED,None — 63KB implementation,"GET /api/posts/:id, GET /api/comments/:postId, POST /api/comments",,,"app/app/post-detail.tsx is 63KB"
client/src/pages/admin/AdminDashboardPage.jsx,mobile/src/pages/admin/AdminDashboardPage.tsx (stub),app/admin/index.tsx (MISSING),app/admin/index.tsx,NOT_MIGRATED,"All features missing: Analytics overview, User management table with ban/verify/role controls, Moderation queue with resolve actions, Broadcast notification form, Audit log table, Feature flags toggle, Maintenance mode toggle","GET /api/admin/metrics, GET /api/admin/users, PUT /api/admin/users/:id, GET /api/admin/reports, PUT /api/admin/reports/:id, GET /api/admin/audit-logs, POST /api/admin/broadcast-notification, GET /api/admin/system-config, PUT /api/admin/system-config",,,"src/pages/admin stub is 289 bytes (return null). No Expo route. adminService.ts is empty export"
client/src/pages/creator/CreatorStudioPage.jsx,mobile/src/pages/creator/CreatorStudioPage.tsx (stub),app/creator/index.tsx (MISSING),app/creator/index.tsx,NOT_MIGRATED,"All features missing: Dashboard/overview stats, Content insights with type filter, Audience analytics (gender/age/location/active hours), Drafts & Scheduled content manager with bulk actions, CSV export","GET /api/creator/overview, GET /api/creator/insights, GET /api/creator/audience, GET /api/creator/content, GET /api/creator/content-manager, POST /api/creator/bulk-action, GET /api/creator/export",,,"src/pages/creator stub is 289 bytes (return null). No Expo route. creatorService.ts is empty export. window.open() in client needs expo-linking"
client/src/pages/creator/MonetizationDashboardPage.jsx,mobile/src/pages/creator/MonetizationDashboardPage.tsx (stub),app/creator/monetization.tsx (MISSING),app/creator/monetization.tsx,NOT_MIGRATED,"All features missing: Earnings overview with revenue breakdown, Subscription tiers display, Tips & badges list, Affiliate links manager (add/view), Payout request modal, Payout history, Tax info form (W-9/W-8BEN)","GET /api/monetization/earnings, GET /api/monetization/affiliates, POST /api/monetization/affiliates, GET /api/monetization/payouts, POST /api/monetization/request-payout, GET /api/monetization/tax-info, PUT /api/monetization/tax-info",,,"src/pages/creator stub is 305 bytes (return null). No Expo route. monetizationService.ts is empty export"
client/src/pages/public/LandingPage.jsx,mobile/src/pages/public/LandingPage.tsx (stub),No Expo route,N/A — mobile-only consideration,NOT_MIGRATED,"LandingPage uses framer-motion (no RN equivalent), web-specific CSS. Mobile apps typically skip this page. The app/index.tsx already handles auth redirect","None (static marketing page)","None","framer-motion not available in RN","Landing page is 10KB of web-only animations. Consider: skip entirely (redirect to auth) or build simplified RN onboarding screen"
client/src/components/live/LiveHostView.jsx,mobile/src/components/live/LiveHostView.tsx,app/app/live/new.tsx (MISSING),app/app/live/new.tsx,NATIVE_DEPENDENCY_MISSING,LiveHostView exists in components but no Expo Router route file for /app/live/new,,,"react-native-webrtc requires dev build",LiveHostView.tsx component exists but app/app/live/ directory has no index or route files
client/src/components/live/LiveViewerView.jsx,mobile/src/components/live/LiveViewerView.tsx,app/app/live/[id].tsx (MISSING),app/app/live/[id].tsx,NATIVE_DEPENDENCY_MISSING,LiveViewerView exists in components but no Expo Router route file,,,"react-native-webrtc requires dev build",LiveViewerView.tsx component exists but no Expo Router file
